"","cntry","gndr","crmvct","brncntr","Universalism","Security","marital1","ageadlt1","ageoage1","agea1","agemage1","eduyrs1"
"8857","Germany","Male","No","Yes",3.66666666666667,5,"Legally married",22,67,69,40,8
"8858","Germany","Female","No","Yes",4.66666666666667,3.5,"Divorced",19,60,54,48,12
"8859","Germany","Female","No","Yes",3.66666666666667,4.5,"Divorced",19,75,53,45,11
"8860","Germany","Female","No","Yes",3.33333333333333,5,"NEVER married",23,80,40,50,10
"8861","Germany","Female","No","Yes",4.33333333333333,5,"Legally married",25,80,48,50,13
"8862","Germany","Male","No","Yes",3,4,"Legally married",23,68,41,45,16
"8863","Germany","Male","No","Yes",3,4,"Legally married",18,65,68,40,11
"8864","Germany","Male","No","Yes",3.33333333333333,3.5,"Legally married",15,55,36,30,18
"8865","Germany","Female","No","Yes",3,3.5,"NEVER married",18,60,34,40,13
"8866","Germany","Male","No","Yes",2.33333333333333,4,"Divorced",18,65,39,35,14
"8867","Germany","Male","No","Yes",3.66666666666667,4,"Legally married",18,70,67,35,12
"8868","Germany","Female","No","Yes",3.33333333333333,4,"NEVER married",16,60,38,26,17
"8870","Germany","Female","No","Yes",4,4.5,"Legally married",20,75,71,45,11
"8871","Germany","Female","No","Yes",4.66666666666667,5,"NEVER married",18,60,16,35,10
"8876","Germany","Male","No","Yes",3,4,"Legally married",21,65,27,35,15
"8879","Germany","Male","No","Yes",3.66666666666667,1,"NEVER married",16,55,38,35,20
"8881","Germany","Female","Yes","Yes",4.66666666666667,5,"Divorced",27,65,54,40,14
"8884","Germany","Female","No","Yes",3.66666666666667,3.5,"Legally married",20,75,29,45,15
"8885","Germany","Male","No","Yes",4,4,"Legally married",20,55,49,35,12
"8886","Germany","Female","Yes","Yes",3.66666666666667,4,"Legally married",16,60,51,25,12
"8888","Germany","Male","No","No",4.33333333333333,2,"Legally married",18,60,70,40,22
"8889","Germany","Male","No","Yes",4,3,"Legally married",22,65,38,40,13
"8891","Germany","Female","No","Yes",4.66666666666667,4.5,"NEVER married",20,60,34,40,14
"8892","Germany","Female","No","Yes",4,3.5,"Legally married",17,80,36,40,15
"8894","Germany","Male","No","Yes",3.66666666666667,2.5,"NEVER married",18,60,34,35,19
"8898","Germany","Male","No","Yes",3,4,"Legally married",18,65,69,40,15
"8900","Germany","Male","No","Yes",3,3.5,"Legally married",20,65,80,40,16
"8901","Germany","Female","No","Yes",4,3,"Legally married",18,75,59,50,11
"8902","Germany","Female","No","No",3.33333333333333,2,"NEVER married",18,65,21,40,14
"8903","Germany","Female","No","Yes",3.66666666666667,4.5,"Widowed",20,65,63,40,10
"8904","Germany","Female","No","Yes",4,4,"Legally married",20,60,40,40,13
"8906","Germany","Male","No","No",3.33333333333333,4.5,"Legally married",18,65,48,35,10
"8907","Germany","Female","No","Yes",4,3.5,"Widowed",20,65,73,45,17
"8908","Germany","Female","No","Yes",4.33333333333333,1.5,"Legally married",18,75,42,45,15
"8909","Germany","Female","No","Yes",4,2,"NEVER married",18,70,25,45,18
"8910","Germany","Male","No","No",3.66666666666667,4,"Legally married",21,50,50,40,8
"8912","Germany","Female","Yes","Yes",4.33333333333333,3.5,"NEVER married",18,60,16,35,11
"8914","Germany","Female","No","Yes",3.66666666666667,4,"NEVER married",20,70,44,50,15
"8918","Germany","Male","No","Yes",3.33333333333333,3,"Legally married",18,60,57,35,13
"8919","Germany","Female","No","Yes",3.66666666666667,2,"NEVER married",18,60,29,40,16
"8922","Germany","Female","No","No",4.33333333333333,4,"Legally married",20,80,32,40,22
"8923","Germany","Female","No","Yes",3.33333333333333,3,"Legally married",19,55,41,40,13
"8924","Germany","Female","No","Yes",4.33333333333333,4.5,"Legally married",20,75,70,45,12
"8925","Germany","Female","No","Yes",3,2.5,"Divorced",18,70,44,50,10
"8926","Germany","Female","No","Yes",3.33333333333333,4,"NEVER married",20,50,17,35,11
"8927","Germany","Female","No","Yes",3.66666666666667,3,"Legally married",21,70,55,45,10
"8928","Germany","Male","No","Yes",4.33333333333333,4,"Legally married",16,70,42,45,13
"8929","Germany","Female","No","Yes",4.66666666666667,3,"Widowed",18,65,58,40,11
"8931","Germany","Male","No","Yes",4,4.5,"Legally married",20,70,49,40,14
"8932","Germany","Male","No","Yes",4.33333333333333,4.5,"Legally married",18,70,68,45,11
"8933","Germany","Female","No","No",4.33333333333333,4,"NEVER married",19,50,18,35,11
"8934","Germany","Female","No","Yes",3,4.5,"NEVER married",20,70,23,40,17
"8936","Germany","Male","Yes","Yes",5,3.5,"NEVER married",20,60,24,40,18
"8937","Germany","Female","No","Yes",4,2.5,"Legally married",20,70,33,50,13
"8938","Germany","Female","No","Yes",4,4,"Legally married",16,68,41,35,13
"8939","Germany","Male","No","Yes",2.33333333333333,4,"Divorced",20,75,43,55,13
"8940","Germany","Male","No","Yes",4.33333333333333,3,"NEVER married",18,45,37,30,14
"8941","Germany","Female","No","Yes",3.33333333333333,4,"Widowed",23,75,82,50,8
"8942","Germany","Male","No","Yes",1.66666666666667,1.5,"Divorced",18,75,44,50,12
"8943","Germany","Female","No","Yes",3.66666666666667,5,"Legally married",20,75,42,50,9
"8944","Germany","Male","No","Yes",4.66666666666667,5,"Legally married",18,70,65,45,14
"8945","Germany","Male","No","Yes",1,1,"Divorced",22,70,33,50,13
"8946","Germany","Female","No","Yes",4.33333333333333,4,"Widowed",18,60,71,40,10
"8947","Germany","Male","No","Yes",3.66666666666667,3,"NEVER married",20,65,42,45,29
"8948","Germany","Female","No","Yes",3.33333333333333,4,"NEVER married",25,75,54,50,15
"8949","Germany","Male","No","Yes",5,4,"NEVER married",20,60,22,45,16
"8950","Germany","Female","No","Yes",4,4.5,"Legally married",22,70,60,47,11
"8951","Germany","Female","No","Yes",5,5,"Widowed",30,70,78,55,10
"8952","Germany","Male","No","Yes",3,5,"Legally married",30,70,71,50,9
"8953","Germany","Male","No","No",3.66666666666667,4,"NEVER married",20,60,20,40,12
"8954","Germany","Male","No","Yes",4,3,"Legally married",15,60,60,35,19
"8955","Germany","Female","No","Yes",4.33333333333333,4,"Legally married",23,70,41,40,16
"8956","Germany","Male","Yes","Yes",3.66666666666667,2.5,"Legally married",17,60,42,40,11
"8957","Germany","Female","No","Yes",4,4.5,"Legally married",30,70,70,45,8
"8959","Germany","Female","No","Yes",4.66666666666667,4,"Divorced",25,70,68,40,16
"8960","Germany","Male","No","No",3.33333333333333,4,"Legally married",18,60,26,40,9
"8961","Germany","Male","No","Yes",3.33333333333333,4.5,"Legally married",20,70,58,40,13
"8962","Germany","Female","No","Yes",4.33333333333333,4.5,"Legally married",27,65,49,45,13
"8963","Germany","Female","No","Yes",4.66666666666667,5,"Legally married",30,65,53,45,13
"8964","Germany","Male","No","Yes",4,3,"Legally married",17,60,55,30,19
"8965","Germany","Female","Yes","Yes",4.66666666666667,4.5,"Legally married",18,60,48,35,14
"8966","Germany","Female","No","Yes",4,4.5,"NEVER married",20,50,15,33,10
"8968","Germany","Male","No","Yes",4.66666666666667,5,"Legally married",50,50,65,35,14
"8969","Germany","Female","No","Yes",3.33333333333333,5,"NEVER married",30,70,66,45,8
"8970","Germany","Male","No","Yes",1.66666666666667,3.5,"NEVER married",19,50,20,28,13
"8972","Germany","Male","Yes","Yes",3.33333333333333,5,"Legally married",19,60,42,40,15
"8973","Germany","Female","No","Yes",5,5,"Legally married",24,56,59,38,11
"8974","Germany","Male","No","Yes",5,5,"Legally married",20,80,61,35,11
"8975","Germany","Male","No","Yes",4.33333333333333,4,"Legally married",18,65,68,45,18
"8976","Germany","Male","Yes","Yes",5,5,"NEVER married",20,60,21,30,14
"8977","Germany","Female","No","Yes",4,4,"NEVER married",22,70,38,35,13
"8978","Germany","Male","Yes","Yes",4.33333333333333,4.5,"Widowed",20,55,60,30,11
"8979","Germany","Female","No","Yes",4.33333333333333,5,"Widowed",20,50,77,36,8
"8980","Germany","Male","Yes","Yes",4,5,"NEVER married",18,40,16,30,10
"8982","Germany","Female","No","Yes",3.66666666666667,5,"NEVER married",20,50,20,35,12
"8983","Germany","Male","No","Yes",3.66666666666667,4,"NEVER married",18,50,26,30,16
"8984","Germany","Female","No","No",4.33333333333333,4.5,"Legally married",18,65,50,40,13
"8985","Germany","Male","No","No",4.33333333333333,5,"NEVER married",18,50,35,30,11
"8986","Germany","Male","No","Yes",4.66666666666667,5,"Legally married",20,55,25,45,16
"8987","Germany","Male","No","Yes",4.33333333333333,5,"Legally married",22,60,36,35,13
"8989","Germany","Male","No","Yes",3.33333333333333,3,"Legally married",16,60,44,30,22
"8992","Germany","Female","No","Yes",4,2.5,"Legally married",20,68,36,45,12
"8993","Germany","Male","No","No",4.33333333333333,4.5,"Legally married",18,65,42,35,10
"8994","Germany","Female","No","Yes",4.33333333333333,4,"NEVER married",22,50,25,30,18
"8995","Germany","Female","No","Yes",4,3.5,"Legally married",14,75,32,40,16
"8997","Germany","Male","No","Yes",4,4,"Legally married",18,60,64,40,15
"8998","Germany","Female","No","Yes",3.33333333333333,3,"Legally married",18,80,57,50,12
"8999","Germany","Male","No","Yes",4,4,"Legally married",18,70,61,50,13
"9000","Germany","Male","No","Yes",3.66666666666667,4,"NEVER married",20,65,20,40,13
"9001","Germany","Female","No","Yes",4.33333333333333,3.5,"Legally married",35,60,41,47,6
"9002","Germany","Female","No","Yes",4,3.5,"Legally married",17,80,51,45,13
"9003","Germany","Male","No","Yes",3.33333333333333,2.5,"NEVER married",24,59,24,40,13
"9004","Germany","Female","Yes","Yes",5,5,"NEVER married",18,80,35,45,14
"9006","Germany","Male","No","Yes",3.66666666666667,3.5,"Legally married",18,65,59,30,12
"9007","Germany","Male","No","Yes",2,3,"Legally married",15,50,30,30,13
"9008","Germany","Female","No","Yes",3.33333333333333,4,"Legally married",20,60,40,30,14
"9009","Germany","Female","No","Yes",2.66666666666667,3,"Legally married",18,60,39,30,13
"9010","Germany","Female","No","Yes",4,4,"Legally married",20,70,38,48,13
"9011","Germany","Male","No","Yes",4,4,"Legally married",25,60,64,40,11
"9012","Germany","Female","Yes","Yes",5,5,"Legally married",20,70,39,45,18
"9013","Germany","Female","No","Yes",4,4.5,"Legally married",19,55,27,35,15
"9014","Germany","Male","No","Yes",3.66666666666667,4.5,"Divorced",15,40,33,25,20
"9015","Germany","Female","No","No",4.33333333333333,5,"Legally married",20,50,61,35,0
"9016","Germany","Female","No","Yes",4,5,"Legally married",19,50,75,30,8
"9017","Germany","Female","No","Yes",4.66666666666667,5,"NEVER married",24,60,33,45,24
"9018","Germany","Male","No","Yes",4.33333333333333,4.5,"Legally married",20,60,46,50,10
"9019","Germany","Male","No","Yes",5,4,"NEVER married",12,40,21,32,14
"9020","Germany","Female","No","Yes",3.66666666666667,3.5,"Legally married",20,65,60,45,11
"9021","Germany","Male","No","Yes",3.33333333333333,5,"Legally married",20,60,82,40,8
"9022","Germany","Female","No","Yes",3.33333333333333,4,"Legally married",20,75,29,40,12
"9023","Germany","Female","Yes","Yes",5,3,"Legally married",22,75,44,40,13
"9024","Germany","Male","No","Yes",4.66666666666667,4,"NEVER married",16,70,36,40,13
"9025","Germany","Female","Yes","Yes",4,4.5,"Legally married",24,75,35,50,11
"9026","Germany","Female","No","Yes",4,3.5,"NEVER married",19,65,20,40,15
"9027","Germany","Female","No","Yes",3.66666666666667,4,"Legally married",20,60,49,26,12
"9028","Germany","Female","Yes","Yes",4,4,"Legally married",21,70,56,35,11
"9030","Germany","Female","No","Yes",4.33333333333333,2.5,"Legally married",18,65,43,36,13
"9032","Germany","Male","No","Yes",2,3,"Legally married",20,60,66,25,11
"9033","Germany","Female","No","Yes",4,3.5,"NEVER married",21,70,40,47,11
"9034","Germany","Female","No","Yes",3.33333333333333,3,"Legally married",21,60,45,40,12
"9036","Germany","Female","No","Yes",3.66666666666667,3,"Widowed",21,80,80,50,10
"9037","Germany","Female","No","Yes",4.33333333333333,4.5,"Legally married",18,65,34,25,15
"9039","Germany","Male","No","Yes",3.33333333333333,3.5,"Legally married",21,60,62,35,14
"9041","Germany","Male","No","Yes",3.66666666666667,3.5,"NEVER married",20,80,18,50,12
"9046","Germany","Male","No","Yes",4.33333333333333,4,"Legally married",18,65,74,30,13
"9048","Germany","Male","No","Yes",3.66666666666667,2.5,"NEVER married",19,70,21,40,18
"9050","Germany","Male","Yes","Yes",3.66666666666667,1.5,"NEVER married",16,50,26,35,13
"9051","Germany","Female","No","Yes",4.33333333333333,4,"Divorced",20,80,58,35,11
"9053","Germany","Male","No","Yes",1.66666666666667,1.5,"Widowed",18,65,76,40,17
"9054","Germany","Female","No","No",3.66666666666667,4,"Legally married",18,60,48,40,8
"9055","Germany","Male","No","Yes",3.33333333333333,4.5,"Divorced",14,60,50,30,14
"9056","Germany","Male","No","Yes",4.66666666666667,4,"Legally married",21,70,68,40,20
"9057","Germany","Female","No","Yes",4,3,"NEVER married",18,70,28,50,12
"9058","Germany","Female","No","Yes",4,2.5,"Legally married",25,70,29,40,19
"9059","Germany","Male","No","Yes",3.33333333333333,2.5,"Legally married",17,70,48,40,18
"9061","Germany","Female","No","Yes",5,3,"Legally married",21,75,43,45,23
"9063","Germany","Female","Yes","Yes",3.66666666666667,3,"Legally married",17,55,34,30,16
"9066","Germany","Female","No","Yes",4.33333333333333,4.5,"Widowed",18,75,68,45,10
"9067","Germany","Male","No","Yes",3.33333333333333,2.5,"NEVER married",18,60,30,38,16
"9068","Germany","Male","No","No",3.33333333333333,4.5,"Legally married",20,65,49,45,13
"9069","Germany","Male","No","Yes",4,3,"NEVER married",18,65,42,35,12
"9070","Germany","Female","No","Yes",2.66666666666667,3.5,"Legally married",16,60,46,30,10
"9072","Germany","Male","No","Yes",4.33333333333333,2,"NEVER married",17,50,66,30,13
"9073","Germany","Female","No","Yes",3.66666666666667,4.5,"Legally married",18,70,32,40,13
"9074","Germany","Female","No","Yes",4.33333333333333,5,"Legally married",18,80,68,40,10
"9075","Germany","Female","No","Yes",4.33333333333333,3,"Legally married",19,70,42,25,13
"9076","Germany","Male","Yes","Yes",5,4,"NEVER married",20,40,25,35,15
"9078","Germany","Male","No","No",3.33333333333333,4,"Legally married",18,65,44,40,15
"9079","Germany","Female","No","Yes",4.33333333333333,4.5,"Widowed",20,70,81,38,8
"9080","Germany","Female","No","No",4.66666666666667,4.5,"Legally married",18,70,58,47,10
"9081","Germany","Female","No","No",3,3,"Legally married",18,70,67,50,10
"9082","Germany","Male","No","No",3.33333333333333,5,"Legally married",22,70,39,45,13
"9084","Germany","Male","Yes","No",5,5,"Legally married",18,65,46,45,20
"9086","Germany","Female","No","Yes",3.66666666666667,4.5,"Legally married",25,75,59,50,11
"9087","Germany","Male","No","No",4.33333333333333,4,"Legally married",18,65,54,55,11
"9088","Germany","Male","No","No",3.33333333333333,3.5,"NEVER married",18,60,18,30,11
"9089","Germany","Female","No","Yes",3.66666666666667,5,"Legally married",21,70,34,40,12
"9090","Germany","Male","No","Yes",5,3.5,"NEVER married",19,65,38,45,13
"9091","Germany","Male","No","Yes",4,5,"Legally married",14,70,62,30,9
"9093","Germany","Female","No","No",3.33333333333333,3,"NEVER married",25,50,19,35,13
"9094","Germany","Male","No","Yes",5,5,"Legally married",18,75,63,40,12
"9095","Germany","Male","No","Yes",4.33333333333333,4,"NEVER married",19,62,34,40,12
"9096","Germany","Female","Yes","Yes",5,4.5,"Legally married",18,60,57,38,9
"9097","Germany","Female","Yes","Yes",3.33333333333333,2.5,"NEVER married",25,70,15,50,10
"9098","Germany","Male","No","Yes",4.33333333333333,3,"Legally married",16,55,50,35,15
"9099","Germany","Female","No","Yes",3,2,"Legally married",20,60,52,40,10
"9100","Germany","Male","No","Yes",3.66666666666667,4.5,"NEVER married",29,69,15,40,9
"9101","Germany","Male","No","Yes",4.66666666666667,3,"Legally married",25,80,46,45,12
"9102","Germany","Female","No","Yes",4.66666666666667,5,"Divorced",14,70,41,45,12
"9103","Germany","Female","Yes","Yes",4.33333333333333,4,"Legally married",20,65,78,40,10
"9104","Germany","Female","Yes","Yes",4.66666666666667,3,"NEVER married",18,60,80,30,21
"9105","Germany","Male","No","Yes",4.33333333333333,3,"Legally married",23,65,49,33,16
"9106","Germany","Male","No","Yes",4,2.5,"Divorced",21,70,60,35,14
"9107","Germany","Female","No","Yes",4,4,"Divorced",25,50,40,40,12
"9109","Germany","Male","No","Yes",4,4,"Legally married",24,55,51,30,19
"9112","Germany","Female","No","Yes",4,4,"Legally married",16,60,43,40,16
"9113","Germany","Male","No","Yes",3.66666666666667,3.5,"Widowed",21,70,59,40,13
"9115","Germany","Female","No","Yes",3.66666666666667,3,"NEVER married",21,70,29,45,26
"9116","Germany","Male","No","Yes",4,4,"Legally married",18,70,67,25,11
"9117","Germany","Female","No","Yes",4,4,"NEVER married",18,80,22,45,15
"9118","Germany","Female","No","Yes",4.66666666666667,2.5,"Legally married",19,72,43,45,13
"9119","Germany","Female","Yes","Yes",4,4,"NEVER married",17,60,41,30,20
"9122","Germany","Male","No","Yes",3.66666666666667,3.5,"Legally married",18,60,33,35,21
"9123","Germany","Male","No","Yes",3,3,"Divorced",17,35,52,25,16
"9124","Germany","Female","No","Yes",3,4,"Legally married",18,75,40,45,13
"9125","Germany","Male","No","Yes",3.66666666666667,1,"Legally married",18,70,48,35,19
"9126","Germany","Female","No","Yes",4,5,"Legally married",21,70,71,30,14
"9127","Germany","Male","Yes","Yes",4.33333333333333,4,"NEVER married",20,80,50,45,19
"9128","Germany","Male","No","Yes",3,3.5,"Divorced",18,55,27,35,16
"9129","Germany","Male","Yes","Yes",4.33333333333333,4,"NEVER married",30,78,21,45,13
"9131","Germany","Male","No","Yes",3.33333333333333,3.5,"Legally married",20,70,53,40,12
"9132","Germany","Male","No","Yes",4.33333333333333,5,"NEVER married",16,60,20,35,15
"9133","Germany","Male","No","Yes",3,3,"Legally married",25,75,37,45,19
"9134","Germany","Female","No","Yes",2.66666666666667,4,"Legally married",20,70,40,48,13
"9135","Germany","Male","No","Yes",3,3,"Legally married",18,50,33,30,19
"9137","Germany","Male","No","Yes",2.66666666666667,4,"NEVER married",18,45,24,30,17
"9138","Germany","Female","No","Yes",3.33333333333333,3.5,"Legally married",22,78,59,48,13
"9139","Germany","Female","No","Yes",4,3.5,"Legally married",20,60,29,40,14
"9141","Germany","Female","No","Yes",4,3.5,"Legally married",18,70,66,45,9
"9142","Germany","Male","No","Yes",4,2.5,"NEVER married",25,65,48,40,15
"9143","Germany","Male","No","Yes",2,3,"NEVER married",20,55,37,35,14
"9145","Germany","Female","No","Yes",3.33333333333333,3.5,"Legally married",16,80,41,35,16
